district,state,point_id,latitude,longitude,elevation_m,slope_degrees,aspect_degrees,slope_direction,terrain_type,flood_risk_elevation,landslide_risk,land_cover,soil_type,drainage_density
Nandurbar,Maharashtra,NAN_003,21.4475,73.9971,145.0,6.0,251.4,West,Hillside,High,Low,Barren,Red Laterite,1.59
Nandurbar,Maharashtra,NAN_004,21.2263,74.4276,167.2,9.4,8.9,North,Hillside,High,Low,Forest,Alluvial,4.03
Nandurbar,Maharashtra,NAN_005,21.5158,74.5221,115.4,11.7,339.4,North,Valley,High,Moderate,Forest,Sandy,2.24
Nandurbar,Maharashtra,NAN_006,21.3221,74.4203,134.8,6.1,268.1,West,Hillside,High,Low,Agricultural,Red Laterite,3.95
Nandurbar,Maharashtra,NAN_007,21.6202,74.4195,285.2,12.2,223.8,South,Peak,High,Moderate,Forest,Alluvial,2.22
Nandurbar,Maharashtra,NAN_008,21.3132,74.2962,156.0,9.7,233.0,West,Hillside,High,Low,Forest,Black Cotton,3.72
Nandurbar,Maharashtra,NAN_009,21.2457,74.4998,270.6,12.0,12.9,North,Peak,High,Moderate,Agricultural,Black Cotton,2.9
Nandurbar,Maharashtra,NAN_010,21.1006,74.0709,232.7,13.7,208.7,South,Hillside,High,Moderate,Forest,Red Laterite,1.39
Nandurbar,Maharashtra,NAN_011,21.1732,74.3251,301.5,8.2,29.5,North,Peak,High,Low,Forest,Red Laterite,1.66
Nandurbar,Maharashtra,NAN_012,21.1444,74.4906,195.4,11.9,97.7,East,Hillside,High,Moderate,Urban,Black Cotton,2.39
Nandurbar,Maharashtra,NAN_013,21.2292,74.3764,268.7,5.5,93.7,East,Peak,High,Low,Forest,Red Laterite,0.86
Nandurbar,Maharashtra,NAN_014,21.318,74.2078,210.5,15.1,125.3,East,Hillside,High,Moderate,Agricultural,Rocky,3.69
Nandurbar,Maharashtra,NAN_015,21.3801,74.2517,309.0,11.7,22.8,North,Peak,High,Moderate,Forest,Alluvial,1.13
Nandurbar,Maharashtra,NAN_016,21.3477,74.4381,264.6,11.4,333.7,North,Peak,High,Moderate,Forest,Alluvial,1.61
Nandurbar,Maharashtra,NAN_017,21.4522,74.3851,227.9,9.6,210.8,South,Hillside,High,Low,Agricultural,Sandy,0.75
Nandurbar,Maharashtra,NAN_018,21.3304,74.0579,230.1,14.2,142.9,South,Hillside,High,Moderate,Forest,Red Laterite,1.01
Nandurbar,Maharashtra,NAN_019,21.4798,73.9663,254.6,7.2,356.7,North,Peak,High,Low,Urban,Alluvial,4.48
Nandurbar,Maharashtra,NAN_020,21.3677,73.9636,137.6,5.5,126.1,East,Hillside,High,Low,Barren,Black Cotton,2.01
Nandurbar,Maharashtra,NAN_021,21.2808,74.4732,139.9,12.0,50.2,East,Hillside,High,Moderate,Urban,Red Laterite,0.95
Nandurbar,Maharashtra,NAN_022,21.4596,74.3057,126.5,8.3,151.2,South,Hillside,High,Low,Agricultural,Black Cotton,3.02
Nandurbar,Maharashtra,NAN_023,21.1818,74.0596,221.3,7.1,237.9,West,Hillside,High,Low,Urban,Sandy,3.19
Nandurbar,Maharashtra,NAN_024,21.1535,74.193,223.4,14.1,179.2,South,Hillside,High,Moderate,Forest,Sandy,4.43
Nandurbar,Maharashtra,NAN_025,21.5881,74.4177,155.8,11.4,124.2,East,Hillside,High,Moderate,Agricultural,Alluvial,1.15
Nandurbar,Maharashtra,NAN_026,21.1521,74.4306,324.5,11.6,342.0,North,Peak,High,Moderate,Agricultural,Black Cotton,3.6
Nandurbar,Maharashtra,NAN_027,21.6272,74.4655,256.6,8.8,318.5,North,Peak,High,Low,Barren,Rocky,2.47
Nandurbar,Maharashtra,NAN_028,21.2371,74.0138,126.5,1.2,82.2,East,Hillside,High,Low,Forest,Alluvial,4.29
Nandurbar,Maharashtra,NAN_029,21.4747,74.4183,310.1,14.0,166.7,South,Peak,High,Moderate,Urban,Rocky,2.43
Nandurbar,Maharashtra,NAN_030,21.4956,74.3591,334.9,19.6,64.7,East,Peak,High,Moderate,Agricultural,Alluvial,3.88
Nashik,Maharashtra,NAS_001,20.113,73.6905,292.4,7.4,188.1,South,Valley,High,Low,Barren,Red Laterite,0.97
Nashik,Maharashtra,NAS_002,19.7072,73.7341,279.6,17.5,42.7,North,Valley,High,Moderate,Forest,Red Laterite,0.79
Nashik,Maharashtra,NAS_003,20.0639,74.085,696.7,12.0,19.6,North,Hillside,Moderate,Moderate,Forest,Red Laterite,4.44
Nashik,Maharashtra,NAS_004,20.1111,73.5411,1068.7,14.0,59.7,East,Peak,Low,Moderate,Agricultural,Black Cotton,4.36
Nashik,Maharashtra,NAS_005,20.2094,74.0005,276.5,17.9,180.9,South,Valley,High,Moderate,Agricultural,Sandy,1.24
Nashik,Maharashtra,NAS_006,20.1225,74.0804,420.1,12.0,120.2,East,Hillside,Moderate,Moderate,Forest,Sandy,1.59
Nashik,Maharashtra,NAS_007,19.8242,73.6141,806.3,10.0,136.0,South,Hillside,Moderate,Moderate,Forest,Black Cotton,2.19
Nashik,Maharashtra,NAS_008,20.2818,73.6337,859.5,16.0,164.6,South,Peak,Moderate,Moderate,Agricultural,Rocky,3.53
Nashik,Maharashtra,NAS_009,20.0834,73.6495,574.1,4.3,101.2,East,Hillside,Moderate,Low,Forest,Red Laterite,3.75
Nashik,Maharashtra,NAS_010,19.9895,73.8326,834.9,12.9,183.4,South,Hillside,Moderate,Moderate,Agricultural,Black Cotton,2.23
Nashik,Maharashtra,NAS_011,19.8176,73.968,428.1,11.9,125.6,East,Hillside,Moderate,Moderate,Agricultural,Sandy,2.91
Nashik,Maharashtra,NAS_012,19.6978,73.9275,845.0,4.8,223.2,South,Peak,Moderate,Low,Urban,Alluvial,0.7
Nashik,Maharashtra,NAS_013,20.0437,73.8533,764.9,0.0,357.9,North,Hillside,Moderate,Low,Agricultural,Sandy,2.1
Nashik,Maharashtra,NAS_014,20.2312,74.0205,653.7,9.4,199.1,South,Hillside,Moderate,Low,Barren,Black Cotton,3.99
Nashik,Maharashtra,NAS_015,20.042,74.072,535.3,7.6,107.2,East,Hillside,Moderate,Low,Agricultural,Sandy,2.38
Nashik,Maharashtra,NAS_016,19.949,73.9964,284.7,6.2,224.4,South,Valley,High,Low,Forest,Red Laterite,3.77
Nashik,Maharashtra,NAS_017,20.1529,73.5323,717.4,12.1,133.0,East,Hillside,Moderate,Moderate,Agricultural,Red Laterite,2.99
Nashik,Maharashtra,NAS_018,19.8604,73.5435,820.3,9.2,142.0,South,Hillside,Moderate,Low,Forest,Alluvial,0.8
Nashik,Maharashtra,NAS_019,19.7369,73.7109,939.0,8.8,249.8,West,Peak,Low,Low,Barren,Sandy,3.58
Nashik,Maharashtra,NAS_020,19.8199,73.8206,311.1,9.7,351.9,North,Valley,High,Low,Agricultural,Black Cotton,4.19
Nashik,Maharashtra,NAS_021,20.0105,73.6299,805.1,9.0,19.8,North,Hillside,Moderate,Low,Agricultural,Red Laterite,3.53
Nashik,Maharashtra,NAS_022,20.089,74.0667,699.3,13.5,184.3,South,Hillside,Moderate,Moderate,Agricultural,Red Laterite,3.31
Nashik,Maharashtra,NAS_023,19.733,73.857,653.0,9.3,186.5,South,Hillside,Moderate,Low,Agricultural,Black Cotton,0.99
Nashik,Maharashtra,NAS_024,19.9902,73.6086,520.7,7.1,157.9,South,Hillside,Moderate,Low,Urban,Red Laterite,2.62
Nashik,Maharashtra,NAS_025,19.8869,74.0442,650.4,3.7,232.9,West,Hillside,Moderate,Low,Urban,Black Cotton,3.31
Nashik,Maharashtra,NAS_026,19.9341,73.8263,994.6,16.0,87.3,East,Peak,Low,Moderate,Forest,Red Laterite,3.77
Nashik,Maharashtra,NAS_027,19.8728,74.0661,917.4,14.5,40.5,North,Peak,Low,Moderate,Forest,Black Cotton,3.21
Nashik,Maharashtra,NAS_028,19.777,73.634,739.3,9.8,80.9,East,Hillside,Moderate,Low,Agricultural,Red Laterite,3.46
Nashik,Maharashtra,NAS_029,20.1499,73.8323,571.7,10.7,268.2,West,Hillside,Moderate,Moderate,Agricultural,Rocky,2.44
Nashik,Maharashtra,NAS_030,20.0402,74.0567,799.4,4.7,183.7,South,Hillside,Moderate,Low,Barren,Alluvial,1.65
Osmanabad,Maharashtra,OSM_001,18.132,75.9984,890.4,8.0,337.7,North,Peak,Moderate,Low,Forest,Alluvial,1.82
Osmanabad,Maharashtra,OSM_002,18.3208,76.1562,481.7,11.8,68.3,East,Hillside,Moderate,Moderate,Forest,Black Cotton,0.66
Osmanabad,Maharashtra,OSM_003,18.2066,76.322,650.5,8.3,194.7,South,Hillside,Moderate,Low,Urban,Black Cotton,0.63
Osmanabad,Maharashtra,OSM_004,18.4195,76.1551,752.1,5.3,215.4,South,Hillside,Moderate,Low,Urban,Alluvial,2.6
Osmanabad,Maharashtra,OSM_005,18.2151,75.8771,795.3,3.6,353.6,North,Peak,Moderate,Low,Forest,Alluvial,2.45
Osmanabad,Maharashtra,OSM_006,18.2046,75.9197,493.6,4.1,77.9,East,Hillside,Moderate,Low,Forest,Rocky,3.76
Osmanabad,Maharashtra,OSM_007,18.2413,76.0062,425.8,10.5,135.4,South,Hillside,Moderate,Moderate,Agricultural,Red Laterite,2.38
Osmanabad,Maharashtra,OSM_008,18.443,76.1397,496.7,6.1,123.3,East,Hillside,Moderate,Low,Forest,Rocky,4.32
Osmanabad,Maharashtra,OSM_009,18.2765,75.9161,675.2,5.3,1.2,North,Hillside,Moderate,Low,Agricultural,Sandy,4.46
Osmanabad,Maharashtra,OSM_010,18.3065,75.9486,682.4,7.0,87.9,East,Hillside,Moderate,Low,Agricultural,Alluvial,1.8
Osmanabad,Maharashtra,OSM_011,18.2022,75.7441,758.0,5.9,59.6,East,Hillside,Moderate,Low,Urban,Black Cotton,4.07
Osmanabad,Maharashtra,OSM_012,18.2188,76.163,587.5,7.2,232.2,West,Hillside,Moderate,Low,Agricultural,Black Cotton,3.92
Osmanabad,Maharashtra,OSM_013,18.3978,76.2163,763.7,8.9,70.0,East,Hillside,Moderate,Low,Urban,Black Cotton,3.53
Osmanabad,Maharashtra,OSM_014,18.307,75.7854,628.4,9.1,314.6,West,Hillside,Moderate,Low,Forest,Rocky,1.67
Osmanabad,Maharashtra,OSM_015,17.9272,75.8354,608.7,6.1,209.9,South,Hillside,Moderate,Low,Urban,Black Cotton,3.05
Osmanabad,Maharashtra,OSM_016,17.9698,75.933,842.0,2.3,56.6,East,Peak,Moderate,Low,Forest,Black Cotton,2.02
Osmanabad,Maharashtra,OSM_017,18.2168,76.0015,499.7,6.6,287.1,West,Hillside,Moderate,Low,Agricultural,Rocky,2.12
Osmanabad,Maharashtra,OSM_018,18.0817,75.8396,767.8,8.2,214.8,South,Hillside,Moderate,Low,Urban,Alluvial,3.27
Osmanabad,Maharashtra,OSM_019,17.9218,75.9493,1025.4,11.4,22.8,North,Peak,Low,Moderate,Agricultural,Sandy,3.13
Osmanabad,Maharashtra,OSM_020,18.2661,76.2556,564.5,6.5,348.6,North,Hillside,Moderate,Low,Agricultural,Alluvial,3.83
Osmanabad,Maharashtra,OSM_021,18.1204,76.1091,209.3,11.2,235.8,West,Valley,High,Moderate,Forest,Alluvial,2.94
Osmanabad,Maharashtra,OSM_022,18.4091,76.2632,810.6,7.9,290.5,West,Peak,Moderate,Low,Urban,Alluvial,2.74
Osmanabad,Maharashtra,OSM_023,18.0151,76.1728,664.6,12.8,41.0,North,Hillside,Moderate,Moderate,Forest,Red Laterite,2.51
Osmanabad,Maharashtra,OSM_024,17.9665,76.1722,811.5,6.3,358.8,North,Peak,Moderate,Low,Water Body,Black Cotton,2.82
Osmanabad,Maharashtra,OSM_025,18.1893,76.2793,950.6,11.8,280.3,West,Peak,Low,Moderate,Forest,Alluvial,4.24
Osmanabad,Maharashtra,OSM_026,17.9994,76.1363,830.7,9.4,142.0,South,Peak,Moderate,Low,Urban,Black Cotton,2.74
Osmanabad,Maharashtra,OSM_027,18.3853,76.101,1052.2,0.6,115.9,East,Peak,Low,Low,Urban,Red Laterite,1.83
Osmanabad,Maharashtra,OSM_028,18.1412,75.9849,721.9,7.9,125.4,East,Hillside,Moderate,Low,Forest,Alluvial,0.71
Osmanabad,Maharashtra,OSM_029,18.2272,76.2259,772.3,8.1,61.7,East,Hillside,Moderate,Low,Agricultural,Rocky,4.19
Osmanabad,Maharashtra,OSM_030,18.3049,75.8019,699.6,4.4,134.8,East,Hillside,Moderate,Low,Water Body,Red Laterite,4.49
Palghar,Maharashtra,PAL_001,19.5011,72.9159,39.8,10.0,205.3,South,Peak,Very High,Low,Forest,Red Laterite,4.24
Palghar,Maharashtra,PAL_002,19.8911,72.4913,43.8,17.6,20.2,North,Peak,Very High,Moderate,Agricultural,Sandy,1.35
Palghar,Maharashtra,PAL_003,19.4816,72.532,34.4,3.4,170.6,South,Hillside,Very High,Low,Forest,Rocky,2.58
Palghar,Maharashtra,PAL_004,19.914,72.5027,30.8,15.0,343.8,North,Hillside,Very High,Moderate,Agricultural,Black Cotton,2.7
Palghar,Maharashtra,PAL_005,19.4868,72.8375,20.3,6.0,329.6,North,Hillside,Very High,Low,Water Body,Red Laterite,3.72
Palghar,Maharashtra,PAL_006,19.8423,72.9616,15.3,8.5,315.2,North,Valley,Very High,Low,Forest,Black Cotton,3.27
Palghar,Maharashtra,PAL_007,19.9487,72.6873,25.3,1.0,199.2,South,Hillside,Very High,Low,Urban,Alluvial,2.59
Palghar,Maharashtra,PAL_008,19.7641,72.7265,27.0,12.5,108.2,East,Hillside,Very High,Moderate,Forest,Sandy,3.92
Palghar,Maharashtra,PAL_009,19.5596,72.4687,23.0,14.1,1.9,North,Hillside,Very High,Moderate,Agricultural,Red Laterite,3.67
Palghar,Maharashtra,PAL_010,19.6427,72.8599,27.7,14.5,343.5,North,Hillside,Very High,Moderate,Urban,Sandy,1.34
Palghar,Maharashtra,PAL_011,19.9893,72.6146,17.5,14.4,86.1,East,Valley,Very High,Moderate,Agricultural,Red Laterite,2.26
Palghar,Maharashtra,PAL_012,19.8718,72.6173,12.8,7.9,352.7,North,Valley,Very High,Low,Forest,Black Cotton,3.56
Palghar,Maharashtra,PAL_013,19.5497,72.7553,20.2,11.4,167.4,South,Hillside,Very High,Moderate,Agricultural,Red Laterite,3.49
Palghar,Maharashtra,PAL_014,19.4482,73.0426,14.5,9.2,318.0,North,Valley,Very High,Low,Forest,Alluvial,3.18
Palghar,Maharashtra,PAL_015,19.9534,72.6423,33.1,21.9,216.4,South,Hillside,Very High,High,Barren,Black Cotton,1.98
Palghar,Maharashtra,PAL_016,19.4198,72.8596,27.4,11.4,23.0,North,Hillside,Very High,Moderate,Forest,Rocky,2.18
Palghar,Maharashtra,PAL_017,19.3971,72.6522,26.7,13.8,119.6,East,Hillside,Very High,Moderate,Forest,Red Laterite,1.54
Palghar,Maharashtra,PAL_018,19.7737,72.986,30.8,19.5,355.8,North,Hillside,Very High,Moderate,Urban,Red Laterite,1.44
Palghar,Maharashtra,PAL_019,19.8347,72.7403,37.7,20.3,137.4,South,Peak,Very High,High,Urban,Black Cotton,4.18
Palghar,Maharashtra,PAL_020,19.8188,73.0326,37.5,8.2,29.3,North,Peak,Very High,Low,Barren,Alluvial,1.33
Palghar,Maharashtra,PAL_021,19.7206,72.5962,20.0,20.1,43.4,North,Hillside,Very High,High,Agricultural,Rocky,3.35
Palghar,Maharashtra,PAL_022,19.9356,72.7507,23.5,6.2,69.7,East,Hillside,Very High,Low,Agricultural,Alluvial,3.74
Palghar,Maharashtra,PAL_023,19.4389,72.5333,21.6,9.2,258.4,West,Hillside,Very High,Low,Forest,Rocky,0.8
Palghar,Maharashtra,PAL_024,19.5713,72.9095,34.9,8.3,313.9,West,Hillside,Very High,Low,Agricultural,Sandy,2.93
Palghar,Maharashtra,PAL_025,19.6358,72.9254,30.2,5.0,295.5,West,Hillside,Very High,Low,Urban,Sandy,3.82
Palghar,Maharashtra,PAL_026,19.7326,72.7505,23.7,14.4,298.9,West,Hillside,Very High,Moderate,Barren,Sandy,3.1
Palghar,Maharashtra,PAL_027,19.7266,72.8988,38.0,17.7,108.0,East,Peak,Very High,Moderate,Agricultural,Red Laterite,3.4
Palghar,Maharashtra,PAL_028,19.4603,72.9662,21.2,20.2,101.6,East,Hillside,Very High,High,Forest,Red Laterite,2.43
Palghar,Maharashtra,PAL_029,19.9015,72.9121,26.1,17.8,347.8,North,Hillside,Very High,Moderate,Agricultural,Alluvial,3.15
Palghar,Maharashtra,PAL_030,19.8696,73.0503,30.0,23.0,350.8,North,Hillside,Very High,High,Agricultural,Black Cotton,2.32
Parbhani,Maharashtra,PAR_001,19.4688,76.7986,511.5,2.6,263.7,West,Peak,Moderate,Low,Agricultural,Alluvial,3.83
Parbhani,Maharashtra,PAR_002,19.1263,76.7131,343.0,7.5,156.7,South,Hillside,High,Low,Agricultural,Red Laterite,0.8
Parbhani,Maharashtra,PAR_003,19.3991,77.0093,362.6,0.0,202.1,South,Hillside,High,Low,Forest,Rocky,1.81
Parbhani,Maharashtra,PAR_004,19.311,76.8253,538.9,8.4,129.9,East,Peak,Moderate,Low,Forest,Rocky,3.47
Parbhani,Maharashtra,PAR_005,19.3381,76.8086,459.9,1.2,152.4,South,Hillside,Moderate,Low,Forest,Sandy,1.26
Parbhani,Maharashtra,PAR_006,19.3807,76.8057,468.2,6.3,225.1,West,Hillside,Moderate,Low,Forest,Red Laterite,2.66
Parbhani,Maharashtra,PAR_007,19.5431,76.848,470.8,6.9,13.2,North,Hillside,Moderate,Low,Agricultural,Rocky,0.83
Parbhani,Maharashtra,PAR_008,19.4492,76.6783,516.4,7.5,27.1,North,Peak,Moderate,Low,Urban,Alluvial,3.97
Parbhani,Maharashtra,PAR_009,19.4964,76.9169,421.5,10.0,240.0,West,Hillside,Moderate,Moderate,Forest,Red Laterite,0.65
Parbhani,Maharashtra,PAR_010,19.1238,76.477,546.5,8.1,353.9,North,Peak,Moderate,Low,Forest,Rocky,1.36
Parbhani,Maharashtra,PAR_011,19.1354,76.818,468.4,3.5,56.2,East,Hillside,Moderate,Low,Forest,Black Cotton,2.21
Parbhani,Maharashtra,PAR_012,19.4874,76.848,518.4,7.2,238.4,West,Peak,Moderate,Low,Forest,Red Laterite,1.72
Parbhani,Maharashtra,PAR_013,19.5568,76.7644,564.6,1.8,289.7,West,Peak,Moderate,Low,Agricultural,Red Laterite,2.25
Parbhani,Maharashtra,PAR_014,19.0621,77.0618,148.9,4.1,101.6,East,Valley,High,Low,Urban,Alluvial,3.27
Parbhani,Maharashtra,PAR_015,19.4559,76.6672,174.2,8.0,219.7,South,Valley,High,Low,Forest,Sandy,2.65
Parbhani,Maharashtra,PAR_016,19.353,76.8413,376.9,5.1,189.4,South,Hillside,High,Low,Agricultural,Red Laterite,4.23
Parbhani,Maharashtra,PAR_017,19.4443,76.6228,519.3,5.6,322.1,North,Peak,Moderate,Low,Agricultural,Sandy,0.55
Parbhani,Maharashtra,PAR_018,19.0629,76.6788,532.7,6.2,209.3,South,Peak,Moderate,Low,Forest,Black Cotton,3.91
Parbhani,Maharashtra,PAR_019,19.2857,76.8082,406.0,5.0,267.7,West,Hillside,Moderate,Low,Agricultural,Sandy,1.84
Parbhani,Maharashtra,PAR_020,19.3586,76.6427,342.9,4.0,216.7,South,Hillside,High,Low,Barren,Sandy,1.28
Parbhani,Maharashtra,PAR_021,19.0808,76.8971,448.1,7.7,270.9,West,Hillside,Moderate,Low,Forest,Alluvial,2.77
Parbhani,Maharashtra,PAR_022,19.5323,76.7968,496.1,8.6,339.0,North,Peak,Moderate,Low,Agricultural,Black Cotton,1.1
Parbhani,Maharashtra,PAR_023,19.0358,76.976,363.4,4.1,282.1,West,Hillside,High,Low,Urban,Red Laterite,1.69
Parbhani,Maharashtra,PAR_024,19.3592,76.8138,316.0,7.4,125.9,East,Hillside,High,Low,Urban,Black Cotton,3.58
Parbhani,Maharashtra,PAR_025,19.0372,76.9999,463.7,8.9,97.5,East,Hillside,Moderate,Low,Forest,Rocky,0.71
Parbhani,Maharashtra,PAR_026,19.5073,76.984,426.3,6.5,146.4,South,Hillside,Moderate,Low,Agricultural,Sandy,0.56
Parbhani,Maharashtra,PAR_027,19.1377,76.9167,255.6,6.2,328.2,North,Hillside,High,Low,Agricultural,Sandy,2.98
Parbhani,Maharashtra,PAR_028,19.402,76.7497,367.8,7.0,286.2,West,Hillside,High,Low,Agricultural,Sandy,3.88
Parbhani,Maharashtra,PAR_029,19.0835,76.6255,184.5,3.2,183.6,South,Valley,High,Low,Agricultural,Black Cotton,2.57
Parbhani,Maharashtra,PAR_030,19.3901,76.4736,478.3,7.2,6.6,North,Hillside,Moderate,Low,Agricultural,Alluvial,4.15
Pune,Maharashtra,PUN_001,18.5942,73.622,616.5,4.2,230.7,West,Hillside,Moderate,Low,Agricultural,Black Cotton,4.4
Pune,Maharashtra,PUN_002,18.6671,73.913,1011.3,6.6,357.3,North,Peak,Low,Low,Agricultural,Red Laterite,0.64
Pune,Maharashtra,PUN_003,18.6278,74.1348,443.5,13.3,235.0,West,Hillside,Moderate,Moderate,Urban,Black Cotton,1.72
Pune,Maharashtra,PUN_004,18.4482,73.8889,905.6,6.4,142.8,South,Peak,Low,Low,Water Body,Black Cotton,3.28
Pune,Maharashtra,PUN_005,18.316,74.0324,759.5,4.2,208.8,South,Hillside,Moderate,Low,Forest,Alluvial,4.35
Pune,Maharashtra,PUN_006,18.539,74.0079,880.4,16.9,319.2,North,Peak,Moderate,Moderate,Forest,Alluvial,2.32
Pune,Maharashtra,PUN_007,18.28,73.5584,762.3,9.9,337.8,North,Hillside,Moderate,Low,Agricultural,Rocky,1.53
Pune,Maharashtra,PUN_008,18.4862,73.8068,590.3,15.8,87.3,East,Hillside,Moderate,Moderate,Agricultural,Rocky,3.18
Pune,Maharashtra,PUN_009,18.6503,73.5625,614.0,10.6,123.0,East,Hillside,Moderate,Moderate,Forest,Red Laterite,2.94
Pune,Maharashtra,PUN_010,18.7339,74.0271,698.3,5.8,84.7,East,Hillside,Moderate,Low,Forest,Red Laterite,3.4
Pune,Maharashtra,PUN_011,18.3764,74.1001,659.6,6.7,315.5,North,Hillside,Moderate,Low,Agricultural,Alluvial,2.3
Pune,Maharashtra,PUN_012,18.343,73.9544,630.2,13.6,152.4,South,Hillside,Moderate,Moderate,Agricultural,Rocky,0.97
Pune,Maharashtra,PUN_013,18.4084,73.6547,1089.8,10.0,207.4,South,Peak,Low,Low,Urban,Black Cotton,1.5
Pune,Maharashtra,PUN_014,18.5844,73.7761,601.4,12.0,102.7,East,Hillside,Moderate,Moderate,Agricultural,Sandy,3.66
Pune,Maharashtra,PUN_015,18.6889,74.1356,1040.7,9.9,225.8,West,Peak,Low,Low,Urban,Alluvial,4.23
Pune,Maharashtra,PUN_016,18.3668,74.0949,983.7,19.9,5.8,North,Peak,Low,Moderate,Forest,Alluvial,2.94
Pune,Maharashtra,PUN_017,18.4828,74.0887,665.6,0.2,287.3,West,Hillside,Moderate,Low,Barren,Sandy,1.52
Pune,Maharashtra,PUN_018,18.4178,73.6716,462.1,9.8,47.2,East,Hillside,Moderate,Low,Agricultural,Black Cotton,2.46
Pune,Maharashtra,PUN_019,18.6173,73.7591,546.3,15.3,321.1,North,Hillside,Moderate,Moderate,Forest,Black Cotton,3.57
Pune,Maharashtra,PUN_020,18.6375,73.7742,618.6,8.8,298.3,West,Hillside,Moderate,Low,Urban,Red Laterite,4.24
Pune,Maharashtra,PUN_021,18.726,73.969,890.7,12.1,257.4,West,Peak,Moderate,Moderate,Water Body,Black Cotton,2.7
Pune,Maharashtra,PUN_022,18.2842,74.1461,573.8,12.1,120.5,East,Hillside,Moderate,Moderate,Agricultural,Sandy,2.57
Pune,Maharashtra,PUN_023,18.3895,73.7785,552.6,4.9,143.7,South,Hillside,Moderate,Low,Forest,Alluvial,0.93
Pune,Maharashtra,PUN_024,18.7942,73.6692,964.9,10.0,331.8,North,Peak,Low,Low,Agricultural,Red Laterite,3.15
Pune,Maharashtra,PUN_025,18.5889,73.7782,534.1,9.6,359.5,North,Hillside,Moderate,Low,Forest,Alluvial,2.08
Pune,Maharashtra,PUN_026,18.7653,73.655,583.3,2.2,294.0,West,Hillside,Moderate,Low,Forest,Rocky,2.96
Pune,Maharashtra,PUN_027,18.3759,73.6086,598.0,10.7,242.7,West,Hillside,Moderate,Moderate,Urban,Sandy,3.25
Pune,Maharashtra,PUN_028,18.3447,73.8468,804.6,14.6,256.4,West,Hillside,Moderate,Moderate,Forest,Alluvial,1.37
Pune,Maharashtra,PUN_029,18.748,73.6366,450.0,6.6,235.8,West,Hillside,Moderate,Low,Agricultural,Black Cotton,2.27
Pune,Maharashtra,PUN_030,18.579,73.6373,1159.5,7.0,181.8,South,Peak,Low,Low,Agricultural,Sandy,0.87
Raigad,Maharashtra,RAI_001,18.3283,73.4004,276.1,15.6,131.5,East,Hillside,High,Moderate,Agricultural,Rocky,4.26
Raigad,Maharashtra,RAI_002,18.583,73.0021,395.8,17.3,91.2,East,Peak,High,Moderate,Forest,Alluvial,1.5
Raigad,Maharashtra,RAI_003,18.7545,73.3341,356.7,19.3,271.9,West,Hillside,High,Moderate,Forest,Sandy,2.99
Raigad,Maharashtra,RAI_004,18.5714,73.1697,370.3,22.2,315.2,North,Hillside,High,High,Forest,Black Cotton,3.17
Raigad,Maharashtra,RAI_005,18.622,73.071,310.8,19.5,15.5,North,Hillside,High,Moderate,Agricultural,Alluvial,1.09
Raigad,Maharashtra,RAI_006,18.791,73.0172,385.9,15.5,218.2,South,Peak,High,Moderate,Forest,Rocky,2.72
Raigad,Maharashtra,RAI_007,18.3163,73.299,453.5,8.6,2.2,North,Peak,Moderate,Low,Forest,Sandy,3.94
Raigad,Maharashtra,RAI_008,18.7569,73.1712,128.9,24.6,340.5,North,Valley,High,High,Forest,Black Cotton,4.05
Raigad,Maharashtra,RAI_009,18.3335,73.0049,157.0,9.5,211.7,South,Valley,High,Low,Forest,Red Laterite,0.52
Raigad,Maharashtra,RAI_010,18.562,73.0346,297.7,12.2,287.8,West,Hillside,High,Moderate,Forest,Rocky,1.25
Raigad,Maharashtra,RAI_011,18.7769,73.0181,241.7,12.0,12.3,North,Hillside,High,Moderate,Forest,Alluvial,2.85
Raigad,Maharashtra,RAI_012,18.7469,73.2736,297.8,10.3,323.9,North,Hillside,High,Moderate,Barren,Alluvial,0.53
Raigad,Maharashtra,RAI_013,18.294,72.8809,352.2,12.6,220.8,South,Hillside,High,Moderate,Agricultural,Rocky,1.2
Raigad,Maharashtra,RAI_014,18.3898,73.208,94.0,19.3,156.4,South,Valley,Very High,Moderate,Agricultural,Red Laterite,3.59
Raigad,Maharashtra,RAI_015,18.3647,73.441,345.3,12.4,128.9,East,Hillside,High,Moderate,Barren,Black Cotton,1.87
Raigad,Maharashtra,RAI_016,18.3352,73.4187,273.7,7.8,52.1,East,Hillside,High,Low,Water Body,Sandy,2.99
Raigad,Maharashtra,RAI_017,18.5592,73.1874,190.2,10.2,304.1,West,Valley,High,Moderate,Water Body,Rocky,1.1
Raigad,Maharashtra,RAI_018,18.4231,73.3918,413.4,14.4,282.4,West,Peak,Moderate,Moderate,Agricultural,Alluvial,1.32
Raigad,Maharashtra,RAI_019,18.4767,73.1674,223.1,10.8,179.2,South,Hillside,High,Moderate,Water Body,Black Cotton,1.14
Raigad,Maharashtra,RAI_020,18.5525,73.2842,124.1,11.2,188.2,South,Valley,High,Moderate,Agricultural,Red Laterite,3.81
Raigad,Maharashtra,RAI_021,18.3811,73.1199,105.2,18.0,342.5,North,Valley,High,Moderate,Agricultural,Black Cotton,2.45
Raigad,Maharashtra,RAI_022,18.6384,73.335,276.7,11.3,238.2,West,Hillside,High,Moderate,Agricultural,Black Cotton,3.77
