river,state,district,year,month,water_level_m,discharge_cumecs,warning_level_m,danger_level_m,status,flood_alert
Bhagirathi,Uttarakhand,Uttarkashi,2011,6,5.52,6384.0,4.5,6.0,Above Warning,True
Bhagirathi,Uttarakhand,Uttarkashi,2011,7,8.02,7800.9,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2011,8,6.76,8041.5,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2011,9,5.37,6130.2,4.5,6.0,Above Warning,True
Bhagirathi,Uttarakhand,Uttarkashi,2011,10,3.3,3653.6,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2011,11,2.63,3748.1,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2011,12,1.46,2097.6,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2012,1,1.37,1988.7,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2012,2,1.15,1672.1,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2012,3,1.71,2088.0,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2012,4,2.16,3205.8,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2012,5,3.16,3474.7,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2012,6,4.11,4119.7,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2012,7,8.38,7886.2,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2012,8,6.82,8219.5,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2012,9,3.85,3774.6,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2012,10,3.98,5001.4,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2012,11,2.37,1941.6,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2012,12,1.25,1622.8,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2013,1,1.41,1402.7,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2013,2,1.32,1572.2,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2013,3,1.67,1887.1,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2013,4,2.21,2806.1,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2013,5,3.0,2496.3,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2013,6,5.41,7081.0,4.5,6.0,Above Warning,True
Bhagirathi,Uttarakhand,Uttarkashi,2013,7,14.18,17278.5,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2013,8,11.82,11722.3,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2013,9,4.46,3828.6,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2013,10,3.26,4656.6,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2013,11,2.99,2495.0,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2013,12,1.32,1256.3,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2014,1,1.39,1557.2,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2014,2,1.13,1275.7,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2014,3,1.46,1231.9,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2014,4,1.96,2303.6,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2014,5,3.03,3461.6,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2014,6,5.51,5348.4,4.5,6.0,Above Warning,True
Bhagirathi,Uttarakhand,Uttarkashi,2014,7,6.84,10209.3,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2014,8,7.31,9153.8,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2014,9,5.18,4453.5,4.5,6.0,Above Warning,True
Bhagirathi,Uttarakhand,Uttarkashi,2014,10,3.73,3137.0,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2014,11,2.55,3099.9,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2014,12,1.62,1993.6,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2015,1,1.13,1428.8,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2015,2,1.22,1136.9,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2015,3,1.44,1305.1,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2015,4,2.18,2844.7,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2015,5,3.26,3555.5,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2015,6,5.25,4282.2,4.5,6.0,Above Warning,True
Bhagirathi,Uttarakhand,Uttarkashi,2015,7,8.09,11320.4,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2015,8,6.21,6912.6,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2015,9,5.29,4854.7,4.5,6.0,Above Warning,True
Bhagirathi,Uttarakhand,Uttarkashi,2015,10,3.6,4802.0,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2015,11,3.26,3463.3,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2015,12,1.75,2522.8,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2016,1,1.24,1548.7,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2016,2,1.33,1181.5,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2016,3,2.15,3025.2,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2016,4,1.85,1781.8,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2016,5,2.63,3460.8,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2016,6,4.65,4747.5,4.5,6.0,Above Warning,True
Bhagirathi,Uttarakhand,Uttarkashi,2016,7,6.99,10346.2,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2016,8,7.47,7993.6,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2016,9,5.16,4936.9,4.5,6.0,Above Warning,True
Bhagirathi,Uttarakhand,Uttarkashi,2016,10,3.29,4421.7,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2016,11,2.17,2366.3,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2016,12,1.57,1358.6,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2017,1,0.89,1301.6,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2017,2,1.22,1379.2,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2017,3,1.58,1520.5,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2017,4,2.0,2023.4,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2017,5,2.6,2926.1,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2017,6,4.84,6349.3,4.5,6.0,Above Warning,True
Bhagirathi,Uttarakhand,Uttarkashi,2017,7,9.06,12264.4,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2017,8,7.5,9230.1,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2017,9,4.06,4341.0,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2017,10,3.74,5454.9,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2017,11,2.47,3364.4,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2017,12,1.59,1894.0,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2018,1,1.1,1233.2,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2018,2,1.34,1481.3,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2018,3,1.51,1378.6,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2018,4,2.04,1808.1,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2018,5,3.08,3292.9,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2018,6,5.13,4107.2,4.5,6.0,Above Warning,True
Bhagirathi,Uttarakhand,Uttarkashi,2018,7,6.99,9893.8,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2018,8,7.51,8898.7,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2018,9,5.7,7788.7,4.5,6.0,Above Warning,True
Bhagirathi,Uttarakhand,Uttarkashi,2018,10,3.19,4604.9,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2018,11,2.62,3631.9,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2018,12,1.57,1638.8,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2019,1,1.33,1764.4,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2019,2,1.41,1222.2,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2019,3,1.56,1447.3,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2019,4,2.01,1773.2,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2019,5,3.01,2829.3,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2019,6,5.9,7621.5,4.5,6.0,Above Warning,True
Bhagirathi,Uttarakhand,Uttarkashi,2019,7,8.24,8275.6,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2019,8,6.81,6601.4,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2019,9,4.92,6340.0,4.5,6.0,Above Warning,True
Bhagirathi,Uttarakhand,Uttarkashi,2019,10,3.48,3111.3,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2019,11,2.38,2114.1,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2019,12,1.48,2075.3,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2020,1,1.36,1720.3,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2020,2,0.93,1138.7,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2020,3,1.74,2263.4,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2020,4,2.14,2523.9,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2020,5,2.88,4003.5,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2020,6,6.6,8635.0,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2020,7,7.71,9606.7,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2020,8,8.63,10081.1,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2020,9,6.01,5326.1,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2020,10,3.99,4858.1,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2020,11,2.69,2808.8,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2020,12,1.64,1368.1,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2021,1,1.42,1881.5,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2021,2,1.33,1958.0,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2021,3,1.62,2305.2,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2021,4,1.6,1986.7,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2021,5,2.37,2660.0,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2021,6,6.31,5908.3,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2021,7,13.62,20235.2,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2021,8,12.55,15039.3,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2021,9,5.61,6986.8,4.5,6.0,Above Warning,True
Bhagirathi,Uttarakhand,Uttarkashi,2021,10,3.74,4854.7,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2021,11,2.66,2636.7,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2021,12,1.53,1583.0,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2022,1,1.27,1381.0,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2022,2,1.16,1559.8,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2022,3,1.5,2222.8,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2022,4,2.02,2120.6,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2022,5,2.8,2722.7,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2022,6,5.15,5039.9,4.5,6.0,Above Warning,True
Bhagirathi,Uttarakhand,Uttarkashi,2022,7,12.41,18190.5,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2022,8,9.13,7971.7,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2022,9,5.1,7076.5,4.5,6.0,Above Warning,True
Bhagirathi,Uttarakhand,Uttarkashi,2022,10,3.3,4553.3,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2022,11,2.2,2569.3,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2022,12,1.85,2247.6,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2023,1,1.17,1502.6,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2023,2,1.28,1440.8,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2023,3,1.48,1836.4,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2023,4,2.08,2132.9,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2023,5,2.91,3340.6,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2023,6,5.58,4614.2,4.5,6.0,Above Warning,True
Bhagirathi,Uttarakhand,Uttarkashi,2023,7,8.79,8266.6,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2023,8,7.21,7160.1,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2023,9,4.26,3734.8,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2023,10,3.63,3495.5,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2023,11,2.4,1953.5,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2023,12,1.65,2077.4,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2024,1,1.21,1103.9,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2024,2,1.22,1105.7,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2024,3,1.56,1781.9,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2024,4,1.83,1562.8,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2024,5,3.16,2625.7,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2024,6,5.82,5209.1,4.5,6.0,Above Warning,True
Bhagirathi,Uttarakhand,Uttarkashi,2024,7,7.27,10383.5,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2024,8,8.06,11410.7,4.5,6.0,Above Danger,True
Bhagirathi,Uttarakhand,Uttarkashi,2024,9,4.56,4061.3,4.5,6.0,Above Warning,True
Bhagirathi,Uttarakhand,Uttarkashi,2024,10,4.19,3579.2,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2024,11,2.33,3396.8,4.5,6.0,Normal,False
Bhagirathi,Uttarakhand,Uttarkashi,2024,12,1.73,2573.6,4.5,6.0,Normal,False
Ganga,Uttarakhand,Haridwar,2000,1,102.22,103003.7,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2000,2,82.59,106473.6,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2000,3,115.53,152112.5,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2000,4,160.35,227769.0,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2000,5,209.46,247570.7,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2000,6,374.57,399108.5,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2000,7,625.1,734077.1,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2000,8,633.81,756362.4,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2000,9,426.9,549869.6,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2000,10,293.57,339473.7,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2000,11,172.34,181630.7,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2000,12,124.06,137045.1,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2001,1,85.68,116006.0,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2001,2,109.81,145783.5,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2001,3,105.5,146846.3,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2001,4,125.5,101229.4,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2001,5,268.15,395225.4,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2001,6,421.08,404099.8,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2001,7,648.14,774847.5,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2001,8,516.46,731303.1,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2001,9,410.66,480081.5,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2001,10,311.25,356433.0,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2001,11,128.87,120994.4,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2001,12,123.22,141781.7,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2002,1,108.09,97175.8,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2002,2,92.38,80041.2,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2002,3,109.04,91909.9,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2002,4,154.73,185324.6,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2002,5,233.77,292779.1,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2002,6,504.76,595544.1,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2002,7,662.38,659227.4,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2002,8,605.2,828280.8,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2002,9,425.52,400424.1,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2002,10,247.36,303109.8,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2002,11,214.58,264391.8,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2002,12,117.54,143718.9,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2003,1,102.04,147552.4,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2003,2,82.58,117815.6,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2003,3,120.12,166213.6,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2003,4,156.71,216096.8,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2003,5,247.43,343607.6,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2003,6,431.48,415994.3,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2003,7,629.58,715711.8,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2003,8,573.67,821066.7,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2003,9,336.61,319261.6,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2003,10,361.71,469036.8,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2003,11,161.24,198754.3,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2003,12,109.05,129356.3,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2004,1,96.21,105668.6,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2004,2,95.4,117261.9,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2004,3,116.04,143338.6,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2004,4,125.48,143192.4,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2004,5,200.3,291193.5,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2004,6,412.61,591425.5,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2004,7,695.43,871789.9,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2004,8,535.32,495035.5,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2004,9,352.02,367683.9,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2004,10,327.66,444354.6,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2004,11,191.49,222334.3,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2004,12,130.5,135264.3,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2005,1,85.01,101464.9,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2005,2,99.16,143156.7,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2005,3,95.5,132077.3,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2005,4,146.3,167567.1,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2005,5,183.68,175300.5,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2005,6,355.35,369808.8,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2005,7,611.37,756710.5,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2005,8,589.96,668209.2,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2005,9,304.06,305043.8,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2005,10,280.57,419978.9,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2005,11,175.19,180178.4,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2005,12,131.23,176931.9,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2006,1,84.31,98399.8,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2006,2,102.3,119474.2,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2006,3,121.65,156419.5,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2006,4,155.16,229860.1,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2006,5,230.21,338293.8,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2006,6,465.18,650602.3,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2006,7,448.19,457991.7,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2006,8,573.5,829531.5,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2006,9,362.38,492538.1,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2006,10,264.35,389937.5,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2006,11,166.08,226152.2,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2006,12,122.01,145145.5,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2007,1,104.71,88482.6,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2007,2,92.38,99530.5,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2007,3,121.11,153082.2,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2007,4,137.0,147317.2,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2007,5,236.5,339905.0,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2007,6,468.34,686139.7,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2007,7,525.53,604620.4,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2007,8,585.19,726620.9,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2007,9,421.6,615540.0,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2007,10,272.08,287711.3,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2007,11,187.25,231829.9,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2007,12,101.65,115117.3,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2008,1,103.53,84685.8,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2008,2,93.8,92781.1,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2008,3,109.54,134880.0,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2008,4,145.65,156402.2,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2008,5,202.43,287283.0,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2008,6,459.73,594735.6,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2008,7,624.74,549232.6,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2008,8,576.41,830504.1,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2008,9,366.47,376787.7,340.0,346.0,Above Danger,True
Ganga,Uttarakhand,Haridwar,2008,10,277.99,244114.6,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2008,11,211.36,223251.9,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2008,12,117.75,158114.3,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2009,1,105.49,104713.2,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2009,2,106.11,147025.5,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2009,3,117.6,163062.3,340.0,346.0,Normal,False
Ganga,Uttarakhand,Haridwar,2009,4,179.98,233199.4,340.0,346.0,Normal,False
